ID,Log2 (Validated Score),Log2 (AI Score)
seq_3321,0.0482641993914619,-0.20951402
seq_3322,-0.4143531169158748,-0.6750932
seq_3323,1.044804978960266,2.1618333
seq_3324,0.1691159508685267,0.06946496
seq_3325,-0.1774624870840715,-0.48591846
seq_3326,-0.3641469600947751,-0.5468815
seq_3327,1.4129167133884004,1.7254055
seq_3328,0.135220212070362,0.19175673
seq_3329,0.0831579586483431,-0.29374567
seq_3330,-0.265904896366946,-0.3850549
seq_3331,1.472825708704912,1.736836
seq_3332,1.1850608126055255,1.2817607
seq_3333,1.7952142079357976,2.2340238
seq_3334,-0.1183595646666405,-0.32002187
seq_3335,0.0301104459939086,-0.5231498
seq_3336,-1.1561208627002757,-0.19688797
seq_3337,-0.3645893358088419,-0.29366264
seq_3338,0.9242237137018584,0.20830777
seq_3339,-0.3472097269158773,-0.30260387
seq_3340,-0.3498784155764259,-0.061220355
seq_3341,-0.5882383537690854,-0.3301769
seq_3342,1.3287035842278492,1.3699012
seq_3343,0.2946935914098104,0.96930647
seq_3344,-0.3968712990947748,-0.1684227
seq_3345,-0.3904834070519607,-0.297685
seq_3346,1.5708017712079705,1.2530489
seq_3347,-0.5306770767920217,-0.7478301
seq_3348,-0.899023088412815,-0.42372996
seq_3349,-0.227013323658995,-0.078907795
seq_3350,-0.6595438978073123,-0.8273757
seq_3351,0.167366296423572,-0.1129132
seq_3352,-0.2885368540580776,-0.3482566
seq_3353,-0.468673017003032,-0.53557706
seq_3354,-1.0553577335397246,-0.88257676
seq_3355,-0.5034732674464557,-0.1855698
seq_3356,1.3283110910229556,1.7328056
seq_3357,2.1003095508257053,1.5932864
seq_3358,2.331112790824176,2.0705843
seq_3359,1.1473305448486446,1.2982838
seq_3360,1.5350466734312116,1.7546375
seq_3361,1.6595340352905383,1.4727743
seq_3362,1.3476506170520075,1.2846515
seq_3363,1.4538717272431405,1.2372589
seq_3364,-0.4522345891819296,-0.5917789
seq_3365,-0.5280156991085352,-0.5305921
seq_3366,-0.5600653255794835,-0.34363997
seq_3367,-0.4672219957996666,-0.435367
seq_3368,-0.4467393414036431,-0.35357612
seq_3369,-0.181975114035142,-0.18730316
seq_3370,1.5455798300367158,2.1769528
seq_3371,1.8411701534770823,1.6214913
seq_3372,-0.5268258163348352,-0.6443417
seq_3373,0.4793145449465072,0.4011233
seq_3374,0.0637472230443691,-0.54894614
seq_3375,-0.3076334518103709,-0.39891064
seq_3376,-0.3552553314388115,-0.24293211
seq_3377,-0.9522289668164848,-0.9684511
seq_3378,-0.8265929829051711,-0.6795042
seq_3379,-0.7599045998424787,-1.2103442
seq_3380,0.5369370933058333,0.8452547
seq_3381,1.7989496126330462,1.8694334
seq_3382,0.132126436029077,0.027496949
seq_3383,1.9100376320336565,1.7697346
seq_3384,1.3799991943455845,1.3138566
seq_3385,-0.4678132565213798,-0.17999461
seq_3386,-0.7365882922262714,-0.29671878
seq_3387,-0.5196371996131228,-0.16482723
seq_3388,1.5551996797706615,1.7892008
seq_3389,0.0752962465994139,-0.14899153
seq_3390,-0.6739043046406449,-0.5419957
seq_3391,-0.0328075347721456,0.07111626
seq_3392,1.118854978960266,1.6004682
seq_3393,0.3948409753838158,0.40687633
seq_3394,-0.5247641042859059,-0.45582497
seq_3395,-0.3009587224969157,-0.4246578
seq_3396,0.485497350402165,0.45017803
seq_3397,0.3561536638777002,0.35690862
seq_3398,0.0199243222125631,-0.13665283
seq_3399,1.7302584638073584,1.6250851
seq_3400,-0.3734826599938575,-0.27010065
seq_3401,1.2197036625550668,1.3352717
seq_3402,1.5028455192752488,0.94175345
seq_3403,1.5925858147416094,1.8458269
seq_3404,2.4604102866942066,2.2079017
seq_3405,1.4334318500642411,1.2794789
seq_3406,0.1016680702798418,-0.57114065
seq_3407,-0.7316168364800938,-0.5279103
seq_3408,0.2731394868624106,0.16611633
seq_3409,-0.5977244104128157,-0.60999006
seq_3410,-0.687515654350125,-0.7536139
seq_3411,0.3401539590795341,0.56784904
seq_3412,0.0051391413073653,-0.051124536
seq_3413,-0.504924522308841,-0.5640642
seq_3414,-0.2544574900137355,-0.52749306
seq_3415,0.2157200666055291,-0.4153661
seq_3416,1.2479143869694382,0.52569324
seq_3417,0.3699654766330523,0.17560866
seq_3418,0.1423475630046131,0.54950863
seq_3419,-0.9062637574082272,-0.91373855
seq_3420,-0.2954069598302483,-0.45997387
seq_3421,-0.3481897876651112,-0.17852128
seq_3422,0.0322958115275483,-0.069699444
seq_3423,-0.18059488544187,-0.20117912
seq_3424,-0.2587048683929396,-0.18939471
seq_3425,-0.2174289065963042,-0.3299196
seq_3426,0.3742104012354985,0.17379719
seq_3427,0.4824334797783117,0.5473408
seq_3428,-0.4466031504846824,-0.40981048
seq_3429,-0.5642168980229078,-0.41144487
seq_3430,-1.278571432047372,-0.755346
seq_3431,1.081870617845588,0.78052735
seq_3432,-0.3958064911895752,-0.3131317
seq_3433,-0.2613662516712274,-0.32473204
seq_3434,1.6615773930443618,1.5587826
seq_3435,-0.9489575949923263,-0.72129714
seq_3436,-0.4291009807201558,-0.412078
seq_3437,-0.3083708360489029,-0.27902985
seq_3438,-0.5591465194281082,-0.5266318
seq_3439,-0.7632210081651088,-0.6078817
seq_3440,1.248235101252314,1.1865132
seq_3441,1.6487209844572048,1.5551018
seq_3442,-0.6590597703516541,-0.47267777
seq_3443,1.4796077671024666,1.6321058
seq_3444,-0.4161992404326936,-0.43969297
seq_3445,-0.3884720405580767,-0.45818537
seq_3446,0.1486226826315237,-0.26599595
seq_3447,-0.8396853586192378,-0.7881909
seq_3448,-0.5622568703134281,-0.4771589
seq_3449,-0.2032032176222976,-0.5053611
seq_3450,-0.7853979464066995,-0.7683597
seq_3451,-0.539250986314957,-0.80676514
seq_3452,-0.6290387384877395,-0.44195098
seq_3453,0.8587823746529273,1.4125075
seq_3454,1.2044654697156176,1.4307718
seq_3455,-1.0318949624464544,-0.62917584
seq_3456,0.9382436516299908,0.86984146
seq_3457,-1.036941192264497,-0.79115635
seq_3458,-0.803867706623825,-1.0152168
seq_3459,0.0770621527125633,0.08358773
seq_3460,1.4070006282416103,1.7520536
seq_3461,-0.7226647786115926,-0.70651597
seq_3462,-0.6225393414036431,-0.690646
seq_3463,-0.4122566086804019,-0.5967906
seq_3464,-0.935272642151347,-1.1255765
seq_3465,2.1446191770321272,2.086473
seq_3466,0.1018545731850402,0.3585688
seq_3467,-0.5220261674846817,-0.22568703
seq_3468,0.3024418958807583,-0.3923618
seq_3469,-0.4854337917706148,-0.37089008
seq_3470,0.2169696930764775,-0.27307174
seq_3471,-0.0641953037293318,-0.06673332
seq_3472,-0.3204615889663341,-0.39048994
seq_3473,-0.2705788450534903,-0.4014598
seq_3474,-0.3402338868822364,-0.13118285
seq_3475,0.6284103229082807,0.97098213
seq_3476,1.218108342044364,1.188838
seq_3477,1.3032624857553727,1.1461123
seq_3478,-0.7339643882981371,-0.38093784
seq_3479,0.0946903178425328,-0.310146
seq_3480,1.889094124542832,1.9380006
seq_3481,0.7114115106330507,0.7722215
seq_3482,-0.5750229498654168,-0.17751184
seq_3483,0.0220633404373333,-0.16342717
seq_3484,-0.2948490459372826,-0.39224726
seq_3485,0.8454513934067509,0.6558972
seq_3486,-0.7309719678256603,-0.35892418
seq_3487,-0.2443141993975275,-0.24832165
seq_3488,-0.727094316094774,-0.5995748
seq_3489,-0.6889992404326936,-0.564247
seq_3490,-0.4379064911895752,-0.45457113
seq_3491,-0.1267931675336129,-0.08044369
seq_3492,1.6349576831804478,1.0911674
seq_3493,1.519417873139164,1.8360066
seq_3494,1.0936033505688292,0.69575816
seq_3495,1.5355658768134768,1.5579106
seq_3496,1.3974780407186755,1.5232825
seq_3497,-0.2562999608394238,-0.020672299
seq_3498,-0.1886147016070082,-0.12883699
seq_3499,-0.463154773281318,-0.31147963
seq_3500,-0.2363409753898812,-0.34092784
seq_3501,-0.522179519379177,-0.2630398
seq_3502,-0.2450254595901873,-0.3869469
seq_3503,-0.504749837753796,-0.34481847
seq_3504,-0.562017389042786,-0.35447663
seq_3505,-0.1704574676345305,-0.1867593
seq_3506,-0.1931155325871305,-0.38065132
seq_3507,2.4529975646315143,2.473451
seq_3508,-0.4495662069128173,-0.24468982
seq_3509,1.2816456143868704,1.7717347
seq_3510,-0.2154726266895766,-0.21032754
seq_3511,-0.3531381201100654,-0.4063925
seq_3512,-0.5761913041605228,-0.25106144
seq_3513,-0.4154400884617463,-0.31198245
seq_3514,-0.6128017557522654,-0.4852872
seq_3515,-0.2446528888516562,-0.25011322
seq_3516,-0.8144467530871281,-0.5857998
seq_3517,0.6687228715321335,0.59926504
seq_3518,1.124505257377696,1.3561244
seq_3519,-0.2793915671161824,-0.21702737
seq_3520,-0.3196309364907991,-0.33488756
seq_3521,-0.8884302720320814,-0.42588574
seq_3522,-0.4883137083776492,-0.5338327
seq_3523,0.8357313044189839,1.4380739
seq_3524,0.0521385999342756,-0.16582981
seq_3525,-0.8373622465076169,-0.7353491
seq_3526,-0.7949801601360562,-0.68157166
seq_3527,-0.0250601955565504,-0.44183797
seq_3528,-0.204640312253797,-0.18759349
seq_3529,-1.1492872822125086,-0.5531612
seq_3530,-0.5132640147690856,-0.47757167
seq_3531,-0.5140391791544063,-0.34764665
seq_3532,1.0911008240596547,0.2662951
seq_3533,1.8075075545000183,0.63084686
seq_3534,-0.4985422134678627,-0.5355526
seq_3535,-0.1876521753623606,-0.23146978
seq_3536,-0.1583364637446222,-0.4706791
seq_3537,-0.5173954982247428,-0.26530865
seq_3538,-0.3922451694541014,-0.81363755
seq_3539,1.3522762500780017,1.4857798
seq_3540,-0.3353892015336114,-0.46289527
seq_3541,2.349697598200322,2.2307835
seq_3542,-0.5840232450672507,-0.2395305
seq_3543,-0.1371347849999739,-0.19120675
seq_3544,-0.1962129892935523,-0.16664356
seq_3545,1.131204978960266,1.293936
seq_3546,-0.1135453149189344,-0.15294638
seq_3547,-0.13083057415135,-0.3357987
seq_3548,-0.3362494026819304,-0.3509459
seq_3549,2.1097183740260115,1.8434632
seq_3550,-0.5653220237736729,-0.3685668
seq_3551,-1.1378872654281047,-0.789375
seq_3552,-0.5665081139862109,-0.5199586
seq_3553,-0.6763560784969147,-0.5190286
seq_3554,-0.8251248342950787,-0.46940976
seq_3555,1.7627890155764707,1.7926166
seq_3556,-0.3954548460137345,-0.3552594
seq_3557,2.44445301355812,2.008654
seq_3558,-0.7609005288638866,-0.55156535
seq_3559,0.7844437915000226,1.2195941
seq_3560,-0.0590512436758154,-0.016065307
seq_3561,-0.2365859783195452,-0.23074168
seq_3562,-0.6057052307323887,-0.6500528
seq_3563,0.0389428163777008,-0.021052547
seq_3564,-0.3028036526941632,-0.29219195
seq_3565,-0.4676131781941621,-0.43713665
seq_3566,-0.2153672001421762,-0.19047403
seq_3567,-0.1879200106635819,-0.14864194
seq_3568,0.1242411544174563,0.25341377
seq_3569,0.2789481869770885,-0.031666435
seq_3570,-0.2776993803027253,-0.4751861
seq_3571,-0.8081344660963016,-0.5315255
seq_3572,0.2903356215688319,0.16753048
seq_3573,0.5472975616819798,1.2167416
seq_3574,0.5996540038379442,0.99012715
seq_3575,-0.2260880809464566,-0.39466378
seq_3576,2.3304501694679063,2.0903368
seq_3577,1.794365608263016,1.7587892
seq_3578,-0.1667150695412586,-0.3029485
seq_3579,-0.3540636971880466,-0.33696023
seq_3580,-0.3041221524541022,-0.26226395
seq_3581,-0.5033421854938565,-0.60740846
seq_3582,-0.622647109831776,-0.6994732
seq_3583,1.7819965447507824,1.5464456
seq_3584,-0.6854265242293295,-0.2729992
seq_3585,-0.4175291962033368,-0.422427
seq_3586,1.6615773930443618,1.505383
seq_3587,-0.0580755658914114,-0.36970332
seq_3588,1.9605618157018536,2.073759
seq_3589,-0.3054078019999732,-0.1711658
seq_3590,-0.2769091799479863,-0.34644824
seq_3591,1.195022569412865,1.0876968
seq_3592,1.451803137966381,1.3067353
seq_3593,1.1297861392400832,0.95582503
seq_3594,0.803323429689627,1.3261707
seq_3595,2.3411329245703527,2.734083
seq_3596,-0.0831226658531854,-0.34657854
seq_3597,-0.8107630607033355,-0.48970652
seq_3598,2.0900784632783056,1.4961847
seq_3599,-0.162734891301198,-0.33782166
seq_3600,2.598631513053532,2.4618468
seq_3601,0.9400904228211237,0.7435256
seq_3602,-0.3663367421620523,-0.26273245
seq_3603,-1.0011028203914076,-0.14538819
seq_3604,2.0666999358088862,2.1966352
seq_3605,-0.2926712767155697,-0.32629454
seq_3606,0.8196005176682184,1.080062
seq_3607,-0.2172525432966109,-0.18437588
seq_3608,-0.6779534344969137,-0.40397725
seq_3609,-0.2382174953440101,-0.2810333
seq_3610,-0.9541841317308588,-0.47772056
seq_3611,-0.0514428163837663,-0.09465087
seq_3612,0.2790049746880981,0.5125264
seq_3613,0.6324392518807573,0.44506308
seq_3614,0.4347221076896265,0.5856401
seq_3615,-0.7363122129388094,-0.7536785
seq_3616,-0.3594333902675569,-0.15371785
seq_3617,-0.3901682591865171,-0.2647606
seq_3618,-0.4590181976437032,-0.24804091
seq_3619,-0.0873966089449285,-0.2717365
seq_3620,0.7034135740963532,0.7372575
seq_3621,1.637823288496962,1.7249578
seq_3622,-0.3796455541727556,-0.2355499
seq_3623,1.071770812340999,1.3791666
seq_3624,-0.537435063417404,-0.5145034
seq_3625,-0.3303901723837653,-0.60260135
seq_3626,-1.8991344703684696,-1.327416
seq_3627,-0.4628451862385052,-0.44918504
seq_3628,1.3533813646391646,1.6119139
seq_3629,1.539493026334882,1.5158265
seq_3630,1.9411667903929848,1.5831898
seq_3631,-0.2017507246819309,-0.3344984
seq_3632,-0.4874909306314711,-0.32944417
seq_3633,-0.1461364861238273,-0.114811696
seq_3634,1.158696295629992,0.85575575
seq_3635,-0.7898466803547117,-0.63682765
seq_3636,1.5200367296437507,1.2447734
seq_3637,0.8441152752202066,0.6712947
seq_3638,0.0501344338440618,-0.19671112
seq_3639,0.5657388951361095,0.62760854
seq_3640,0.835022352538249,0.7117627
seq_3641,1.9430806498272355,1.2211568
seq_3642,2.5621235376177527,2.1772137
seq_3643,-0.5841243824388094,-0.45593888
seq_3644,1.544050454802771,2.0614536
seq_3645,-0.5539967586819294,-0.3851235
seq_3646,-0.762518554388351,-0.5790679
seq_3647,-0.44830642405196,-0.44016302
seq_3648,-0.7448051412155684,-0.6650254
seq_3649,0.0819486612125629,-0.17254275
seq_3650,-0.444594400016793,-0.6174249
seq_3651,-0.2049158501681694,-0.3922541
seq_3652,0.9125205842767804,1.0906855
seq_3653,-0.6586412705917151,-0.8395218
seq_3654,1.9037554350887032,2.321253
seq_3655,-0.6339328488944673,-0.8819365
seq_3656,-0.2007209759189346,-0.4318081
seq_3657,-0.3554409865794837,-0.36570662
seq_3658,1.3795797026789198,1.2642363
seq_3659,0.3259364413593516,0.43299794
seq_3660,0.1278504070948264,-0.17326349
seq_3661,1.348663651100937,2.1541352
seq_3662,2.378228831212556,2.1904132
seq_3663,-0.4197252190137327,-0.18429393
seq_3664,2.3440960369465005,1.8196735
seq_3665,-0.0104158893317783,-0.31367263
seq_3666,1.5813602768272372,1.5044997
seq_3667,1.398433913527544,1.0245807
seq_3668,-0.4568770767920217,-0.27348757
seq_3669,-0.9313911139372796,-0.43108013
seq_3670,-0.2916923701222982,-0.3220168
seq_3671,-0.4548666363898815,-0.46219665
seq_3672,-0.1152469768791788,-0.13614601
seq_3673,1.113249558007667,0.9644652
seq_3674,2.3835005933501696,2.580474
seq_3675,-0.031023039382237,-0.4140033
seq_3676,-0.2173494754143469,-0.20904046
seq_3677,-0.5530584651360574,-0.22023875
seq_3678,-0.8778247895366684,-0.8095059
seq_3679,-0.6645937355580754,-0.7218165
seq_3680,-0.586541756016792,-0.42735338
seq_3681,-0.4942569989938573,-0.4448722
seq_3682,-0.3749477239372821,-0.5166705
seq_3683,-0.5681433676238252,-0.5658911
seq_3684,-0.1266463193378959,-0.47960222
seq_3685,-0.6545391455855987,-0.60676366
seq_3686,-0.662352848365414,-0.8274316
seq_3687,-0.5949354369464557,-0.76850814
seq_3688,-0.3974078411635821,-0.43913227
seq_3689,1.2616690328899276,1.4858093
seq_3690,-0.4311963963424803,-0.48431832
seq_3691,-0.3446864077966095,-0.29603046
seq_3692,-0.3115066142752031,-0.41018724
seq_3693,-0.5424409082522661,-0.2671139
seq_3694,0.0323117735887104,-0.14838949
seq_3695,-0.3530232674464557,-0.24977204
seq_3696,-0.1618452813501268,-0.30575448
seq_3697,-1.2885713481253531,-0.82824314
seq_3698,-0.638868152885293,-0.6098721
seq_3699,1.1241394519709695,1.0538973
seq_3700,2.0616831371728006,1.801755
seq_3701,-0.7356328041360571,-0.57643586
seq_3702,-0.1916082874250501,-0.25932282
seq_3703,0.3230293080932966,-0.34098694
seq_3704,0.2671982876835113,-0.27479464
seq_3705,-0.5352577292675567,-0.56984
seq_3706,2.045485189446501,1.9129755
seq_3707,1.3348901542706626,1.4824867
seq_3708,-0.3889250077339179,-0.3685801
seq_3709,0.7339581251697478,1.4092304
seq_3710,1.0256973882431404,1.2934731
seq_3711,-0.4404161845336121,-0.03546793
seq_3712,1.1184707340137812,2.0862532
seq_3713,-0.8256798257706133,-0.6989721
seq_3714,-0.8321790563333051,-1.2366095
seq_3715,-0.7231568087706142,-0.40813902
seq_3716,0.3822351361437549,-0.38227075
seq_3717,1.158763445415924,1.1542214
seq_3718,1.9910591940810576,1.5461035
seq_3719,-0.5548021684449259,-0.62789935
seq_3720,1.7253538402660735,1.5367736
seq_3721,-0.4731126927690851,-0.657821
seq_3722,0.1277755826697497,0.4451313
seq_3723,0.6529909362202069,1.0962011
seq_3724,0.1234148023073655,0.15418968
seq_3725,0.1785559679174572,0.07551425
seq_3726,-0.460559747972449,-0.5215206
seq_3727,-0.1708923589326957,-0.47453934
seq_3728,-0.1990582650458451,-0.31120452
seq_3729,-0.1404490515320838,-0.14525372
seq_3730,-0.2977632509265786,-0.08188135
seq_3731,-0.5792359111819301,-0.16745818
seq_3732,-0.3699237081131226,-0.15743747
seq_3733,-0.1913205240626652,-0.36375973
seq_3734,-0.2612045340274969,-0.4373085
seq_3735,0.1899382823532367,0.3765625
seq_3736,-0.5638047005489015,-0.5439642
seq_3737,-0.1702423701222982,-0.33853373
seq_3738,-0.0392894700840723,-0.107420035
seq_3739,-0.1314899331299442,-0.32146165
seq_3740,-0.1721930948011964,-0.34457248
seq_3741,-0.5489418567232149,-0.3875796
seq_3742,2.3069364107400787,2.115949
seq_3743,1.3612187544724978,1.4298223
seq_3744,3.1113684454357946,0.56365687
seq_3745,2.171169595319589,2.2223802
seq_3746,-0.3152313715626646,-0.3603587
seq_3747,0.5111914216452839,0.6990228
seq_3748,-0.4982854928944683,-0.5961908
seq_3749,0.6024922414358036,0.4985738
seq_3750,-0.3184381145152641,-0.60522187
seq_3751,-0.3653431171804014,-0.307773
seq_3752,-0.5519353642140392,-0.41807926
seq_3753,0.0911609537981907,-0.15519291
seq_3754,-1.020495715099359,-0.27440578
seq_3755,0.8029938026896253,0.11533362
seq_3756,2.4454471239648474,2.2866473
seq_3757,-0.1480290352767334,-0.4957443
seq_3758,1.6135871143624052,1.4093091
seq_3759,-0.365828415576426,-0.07463587
seq_3760,2.07004056564069,1.6785014
seq_3761,-0.1468789121911055,-0.1818755
seq_3762,-0.3651826040458448,-0.30414692
seq_3763,-0.5252026091115929,-0.30521256
seq_3764,-0.4392190901666394,-0.18140143
seq_3765,1.5022773930443618,2.0267158
seq_3766,-0.5408077180779542,-0.3767277
seq_3767,-0.863908838665109,-0.5906575
seq_3768,-0.7911054140381971,-0.5005019
seq_3769,-0.7872235738378921,-0.52009684
seq_3770,-0.6195765242293295,-0.45100895
seq_3771,-0.461827383183458,-0.19814074
seq_3772,-0.2736060617125109,-0.26866785
seq_3773,-0.7083483423149561,-0.7309833
seq_3774,1.4567517432339638,1.6492927
seq_3775,-0.4842031392950799,-0.3204996
seq_3776,-0.0086470887752042,0.0009360984
seq_3777,0.9931062841758628,0.8137201
seq_3778,-0.5770169092125104,-0.6689438
seq_3779,-0.34035409336083,-0.5476952
seq_3780,0.590077879792072,0.8107415
seq_3781,-0.4002365029082311,-0.35685942
seq_3782,1.95588823494956,1.7382842
seq_3783,-0.2982561064709211,0.33621836
seq_3784,1.606702607782894,1.5470402
seq_3785,0.0541873674510954,-0.1893673
seq_3786,-0.6634634845855985,-0.60081553
seq_3787,-0.3808308581635813,-0.39340037
seq_3788,-0.240395710827191,-0.14443165
seq_3789,-0.0969730953302497,-0.11172054
seq_3790,0.2512847234510945,-0.06580708
seq_3791,-0.5587354257568531,-0.58280915
seq_3792,0.2539394141299941,-0.06412605
seq_3793,-0.6043400325137338,-0.3353368
seq_3794,-0.2198066030856006,-0.23848212
seq_3795,1.0476978904526213,0.92850226
seq_3796,2.83317690070185,2.0265124
seq_3797,-0.3845380138088413,-0.38301134
seq_3798,-0.1533468817675573,-0.19121891
seq_3799,0.387386323868525,0.017212681
seq_3800,2.4604102866942066,2.3438196
seq_3801,1.6918610182905391,2.0448372
seq_3802,-0.4628493803027253,-0.47085428
seq_3803,0.0237784883027769,-0.33445865
seq_3804,0.3645107076269349,-0.19138601
seq_3805,-0.5725874836253542,-0.07240815
seq_3806,-0.9067890840427848,-0.687083
seq_3807,-0.3063086497644992,-0.13664025
seq_3808,0.381825080460269,-0.21721232
seq_3809,0.1118549746880981,-0.24993002
seq_3810,-0.1642276685183227,-0.25757384
seq_3811,0.1492582146865681,-0.18100819
seq_3812,0.0641843387324403,-0.19253835
seq_3813,1.1706473882431403,0.88510233
seq_3814,2.328821451775245,2.3133929
seq_3815,-0.3235973280290254,-0.14859295
seq_3816,1.4391998308302958,1.1097461
seq_3817,-0.1276503567476805,-0.2829675
seq_3818,-0.0537519851391174,-0.37214056
seq_3819,1.5237433607003248,1.3813905
seq_3820,-0.5939690342186268,-0.5796353
seq_3821,-0.624015146545843,-0.41713524
seq_3822,-0.2491188509128182,-0.2130884
seq_3823,-0.3931960340030312,-0.25060627
seq_3824,-0.0621625262476804,-0.3713432
seq_3825,0.919054577457208,1.1564517
seq_3826,-0.359027991694163,-0.4068116
seq_3827,-0.1575843667125121,-0.21977729
seq_3828,0.7409299376605732,1.0159442
seq_3829,-0.9151932781070048,-0.65364313
seq_3830,1.7931870863883987,1.479439
seq_3831,-0.2679628941819307,-0.30623728
seq_3832,1.6060975883333528,1.3663576
seq_3833,1.615623288496962,1.5026804
seq_3834,-0.1451771942828483,-0.2649104
seq_3835,1.2015712697920695,1.5150533
seq_3836,0.0169091855367221,-0.14948487
seq_3837,-0.0728108754770384,-0.2095063
seq_3838,-0.6211321242155692,-0.37827286
seq_3839,-0.4359544277262728,-0.30542284
seq_3840,-0.5285464187216854,-0.4465847
seq_3841,0.2718029000351932,-0.14024222
seq_3842,-0.4373199603103705,-0.48288798
seq_3843,1.4783916539816704,1.5138518
seq_3844,0.4664730058073639,0.22406718
seq_3845,-0.2001730729510447,-0.3846783
seq_3846,-0.2512554377400356,-0.2197501
seq_3847,1.4388707060397747,1.3304969
seq_3848,-0.4170392295076177,-0.2623983
seq_3849,-0.275542280605478,-0.10035736
seq_3850,2.398843794449557,1.9347026
seq_3851,0.064115471038251,0.082982086
seq_3852,-0.2565163244036439,-0.1942415
seq_3853,0.3192150247767829,-0.018450476
seq_3854,0.0666176240183737,-0.09655089
seq_3855,1.66271986387005,2.292047
seq_3856,-0.2093914664097595,-0.12598181
seq_3857,-0.1559505022125135,-0.14972824
seq_3858,-0.325268382272145,-0.15387976
seq_3859,-0.2085830950657231,-0.11374963
seq_3860,-0.6745147842063939,-0.20386645
seq_3861,0.0237841106682216,-0.13744688
seq_3862,-0.1289057944846834,-0.1691953
seq_3863,-0.4658076677247427,-0.5835535
seq_3864,-0.5560778853929389,-0.6702818
seq_3865,0.9792568479281574,1.3405075
seq_3866,-0.638022425276731,-0.7168588
seq_3867,0.200458169928158,-0.55934566
seq_3868,0.6901160334679124,0.42650694
seq_3869,-0.0706830167385053,-0.050870992
seq_3870,0.1999377745489546,0.24187467
seq_3871,2.2395082120413017,2.0771794
seq_3872,0.4197888727569044,0.3094874
seq_3873,-0.362710255776731,-0.1412192
seq_3874,2.0774057638593444,2.4725828
seq_3875,-0.0488886726727576,-0.43458536
seq_3876,-0.3564410313378939,-0.29022604
seq_3877,-0.1158945342920235,-0.18357444
seq_3878,1.3204473882431405,1.6238471
seq_3879,0.7691056602033876,0.9738622
seq_3880,2.465790939169741,2.1535125
seq_3881,-0.6103169875397281,-0.2674449
seq_3882,0.1004845401452859,0.4786471
seq_3883,-0.1165570045886585,-0.21826631
seq_3884,0.4189650135871804,-0.0019725487
seq_3885,1.0302890952263215,0.8177826
seq_3886,2.455438451824176,1.8631108
seq_3887,-0.2392006631391169,-0.022222802
seq_3888,-0.7314382698470663,-0.8534965
seq_3889,-0.3500884768547133,-0.19454253
seq_3890,-0.2348520019235212,-0.19557112
seq_3891,0.2628183990504833,0.3353816
seq_3892,0.0096386726666921,-0.20870289
seq_3893,-0.5063498153745909,-0.0791463
seq_3894,-0.1499462074418706,-0.180641
seq_3895,-0.550853908732388,-0.4882818
seq_3896,-0.6710051244311646,-0.5453643
seq_3897,-0.5314939593501262,-0.4300495
seq_3898,-0.7720159999051703,-0.55588204
seq_3899,1.56928713674161,2.0029426
seq_3900,0.0941508197874869,-0.17326176
seq_3901,0.1710469712783121,-0.080062844
seq_3902,-0.4047791290657215,-0.13029328
seq_3903,1.985894548425095,2.340043
seq_3904,1.84380678506271,1.7629124
seq_3905,-0.9322978121314692,-0.7244254
seq_3906,-0.7335281470259651,-0.6769649
seq_3907,-0.6749286156666383,-0.6804592
seq_3908,0.0778312497936045,-0.18723986
seq_3909,-1.0736919728914085,-0.5592065
seq_3910,-1.3610178619556272,-1.2961786
seq_3911,0.7596152752202067,0.62505305
seq_3912,0.0693813044189839,0.46535462
seq_3913,1.4564358762844236,1.3322976
seq_3914,-0.3501194804800948,-0.50489074
seq_3915,1.1463024636406942,1.1084776
seq_3916,1.827341988347113,1.6791441
seq_3917,0.6517867029923778,0.73363906
seq_3918,2.310503175807357,2.0434284
seq_3919,-0.3687637531360593,-0.5750287
seq_3920,0.8291509247660777,1.4201996
seq_3921,1.0203470482828965,2.0891583
seq_3922,0.7048178408929898,0.7146447
seq_3923,-0.620080004804254,-0.49320608
seq_3924,-0.944160087932693,-0.60889363
seq_3925,0.5821217285657736,1.2034736
seq_3926,-0.0362126157645007,-0.28299236
seq_3927,0.33408902941134,0.20816511
seq_3928,-0.4536212934999736,-0.21167293
seq_3929,-0.0577290576559384,-0.3298959
seq_3930,1.4565421841651571,1.1383793
seq_3931,-0.6952806791299406,-0.607552
seq_3932,-0.8450622688868221,-0.43093514
seq_3933,-0.8042937411528768,-0.7299577
seq_3934,1.14187523019727,1.8639795
seq_3935,2.528634625694206,2.0277271
seq_3936,1.5271816822202031,1.6196127
seq_3937,-0.6512388000305535,-0.24959314
seq_3938,-0.5787728323745902,-0.3732144
seq_3939,2.251811162432739,2.0458026
seq_3940,-0.4723462117140385,-0.53086495
seq_3941,-0.5158926373501258,-0.43778723
seq_3942,-0.4278216614342239,-0.23535225
seq_3943,-0.3841846898883524,-0.35135096
seq_3944,-0.8413446504602169,-0.55328053
seq_3945,-0.317849860133001,-0.4349813
seq_3946,-0.3826934851146518,-0.31956908
seq_3947,0.1486504070948264,-0.14962777
seq_3948,-0.5214716558394227,-0.593682
seq_3949,-0.4039397429067011,-0.59720916
seq_3950,-0.5837340757828462,-0.4977576
seq_3951,0.6876104894296855,0.97211456
seq_3952,-0.4556309197063953,-0.37853587
seq_3953,2.037052395180446,2.001287
seq_3954,-0.3950881257048667,-0.49826258
